AID,SERVICE_YEAR,QUALITY_SERVICE,Service,INDICATOR_ID,Ruleset,Care domain (CQRS short domain name),DPO_FLG,INDICATOR_TYPE,INDICATOR_ID,INDICATOR_DESCRIPTION,MEASURE_TYPE,MEASURE,MEASURE_DESCRIPTION,DPO,DPO_DESCRIPTION,DPO_BREAKDOWN,CQRS short code
tbc,2023-24,NCD,NCD,NCDMI119,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI119,"Percentage of patients aged 18 years or over prescribed an oral anticoagulant, who were prescribed an oral NSAID.",Exclusion,PAT_AGEU18,PAT_AGEU18,n/a,n/a,n/a,PAT_AGEU18
tbc,2023-24,NCD,NCD,NCDMI120,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI120,"Percentage of patients aged 18 years or over prescribed an oral anticoagulant and an anti-platelet, who were not prescribed a gastro-protective.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI131,Tackling Health Inequalities,NCD,0,FI,NCDMI131,Percentage of patients aged 16 years or over and recorded as being from an ethnic minority who have received a second dose of a Covid 19 vaccination,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI131,Tackling Health Inequalities,NCD,0,FI,NCDMI131,Percentage of patients aged 16 years or over and recorded as being from an ethnic minority who have received a second dose of a Covid 19 vaccination,Exclusion,PAT_ETHWNS,PAT_ETHWNS,n/a,n/a,n/a,PAT_ETHWNS
tbc,2023-24,NCD,NCD,NCDMI132,Tackling Health Inequalities,NCD,0,FI,NCDMI132,"Percentage of patients aged 18 years or over, recorded as being from an ethnic minority, not on the QOF Hypertension Register as of 31 March 2023, and who have (i) a last recorded blood pressure reading in the 3 years prior to 1 April 2023 >= 140/90 mmHg (with the exception of patients whose first blood pressure reading >= 140/90 mmHg in this period is on or after 1 October 2022) for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension by 31 March 2024 OR (ii) a blood pressure reading >= 140/90mmHg on or after 1 October 2022, for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension within 6 months of elevated reading.",PCA,ABPDEC24M,ABPDEC24M,n/a,n/a,n/a,ABPDEC24M
tbc,2023-24,NCD,NCD,NCDMI132,Tackling Health Inequalities,NCD,0,FI,NCDMI132,"Percentage of patients aged 18 years or over, recorded as being from an ethnic minority, not on the QOF Hypertension Register as of 31 March 2023, and who have (i) a last recorded blood pressure reading in the 3 years prior to 1 April 2023 >= 140/90 mmHg (with the exception of patients whose first blood pressure reading >= 140/90 mmHg in this period is on or after 1 October 2022) for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension by 31 March 2024 OR (ii) a blood pressure reading >= 140/90mmHg on or after 1 October 2022, for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension within 6 months of elevated reading.",Exclusion,BPLAT_2,BPLAT_2,n/a,n/a,n/a,BPLAT_2
tbc,2023-24,NCD,NCD,NCDMI133,Tackling Health Inequalities,NCD,0,FI,NCDMI133,Percentage of patients aged 45 or over and recorded as being from an ethnic minority who have a record of blood pressure in the preceding 5 years,Exclusion,PAT_ETHWNS,PAT_ETHWNS,n/a,n/a,n/a,PAT_ETHWNS
tbc,2023-24,NCD,NCD,NCDMI141,Workforce,NCD,0,FI,NCDMI141,Percentage of registered patients who had at least one encounter with a First Contact Physiotherapist.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI148,Workforce,NCD,0,FI,NCDMI148,"Number of encounters with a Pharmacy Technician, per registered patient.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI152,Workforce,NCD,0,FI,NCDMI152,"Number of encounters with a Social Prescribing Link Worker, per registered patient.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI158,Workforce,NCD,0,FI,NCDMI158,"Number of encounters with a Trainee Nursing Associate, per registered patient.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI173,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI173,Percentage of patients aged 18 years or over prescribed methotrexate for at least 3 months without a liver function test in the previous 3 months.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI174,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI174,Percentage of patients aged 18 years or over prescribed lithium for at least 3 months without a lithium concentration check in the previous 3 months.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI175,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI175,Percentage of patients aged 18 years or over prescribed amiodarone for at least 6 months without a thyroid function test (TFT) in the previous 6 months.,Exclusion,PAT_AGEU18,PAT_AGEU18,n/a,n/a,n/a,PAT_AGEU18
tbc,2023-24,NCD,NCD,NCDMI176,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI176,"Percentage of patients aged 25 to 84 years inclusive without established cardiovascular disease and with a last recorded CVD risk score (QRISK2 or 3) greater than 20 percent, who are currently treated with statins.",PCA,CHOLMX_DAT,CHOLMX_DAT,n/a,n/a,n/a,CHOLMX_DAT
tbc,2023-24,NCD,NCD,NCDMI176,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI176,"Percentage of patients aged 25 to 84 years inclusive without established cardiovascular disease and with a last recorded CVD risk score (QRISK2 or 3) greater than 20 percent, who are currently treated with statins.",PCA,STATINTOL,STATINTOL,n/a,n/a,n/a,STATINTOL
tbc,2023-24,NCD,NCD,NCDMI177,Respiratory Care,NCD,0,FI,NCDMI177,"Percentage of patients on the QOF Asthma Register who received three or more inhaled corticosteroid (ICS, inclusive of ICS/LABA) prescriptions over the previous 12 months.",Exclusion,ASTRES_DAT,ASTRES_DAT,n/a,n/a,n/a,ASTRES_DAT
tbc,2023-24,NCD,NCD,NCDMI180,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI180,Percentage of patients at risk of harm due to medication errors who received a Structured Medication Review.,PCA,PALCARDAT2,PALCARDAT2,n/a,n/a,n/a,PALCARDAT2
tbc,2023-24,NCD,NCD,NCDMI181,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI181,Percentage of patients living with severe frailty who received a Structured Medication Review.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI188,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI188,Percentage of patients using potentially addictive medicines who received a Structured Medication Review.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI188,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI188,Percentage of patients using potentially addictive medicines who received a Structured Medication Review.,PCA,STRMEDRVDC,STRMEDRVDC,n/a,n/a,n/a,STRMEDRVDC
tbc,2023-24,NCD,NCD,NCDMI198,Enhanced Health in Care Homes,NCD,0,FI,NCDMI198,Mean number of patient contacts as part of weekly care home round per care home resident aged 18 years and over.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI198,Enhanced Health in Care Homes,NCD,0,FI,NCDMI198,Mean number of patient contacts as part of weekly care home round per care home resident aged 18 years and over.,Exclusion,PAT_AGEU18,PAT_AGEU18,n/a,n/a,n/a,PAT_AGEU18
tbc,2023-24,NCD,NCD,NCDMI205,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI205,"Percentage of patients on the QOF Coronary Heart Disease, Peripheral Arterial Disease, or Stroke/TIA Register, who have a recording of non-HDL cholesterol in the preceding 12 months that is lower than 2.5 mmol/L, or where non-HDL cholesterol is not recorded then  a recording of LDL cholesterol in the preceding 12 months that is lower than 1.8 mmol/L.",Exclusion,NOCVDDIAG,NOCVDDIAG,n/a,n/a,n/a,NOCVDDIAG
tbc,2023-24,NCD,NCD,NCDMI205,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI205,"Percentage of patients on the QOF Coronary Heart Disease, Peripheral Arterial Disease, or Stroke/TIA Register, who have a recording of non-HDL cholesterol in the preceding 12 months that is lower than 2.5 mmol/L, or where non-HDL cholesterol is not recorded then  a recording of LDL cholesterol in the preceding 12 months that is lower than 1.8 mmol/L.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD102,Cardiovascular Disease Prevention,NCD,0,FI,NCD102,Percentage of patients aged 29 and under with a total cholesterol greater than 7.5mmol/L OR aged 30 and over with a total cholesterol greater than 9.0mmol/L who have been either: (i) diagnosed with secondary hyperlipidaemia; (ii) clinically assessed for familial hypercholesterolaemia; (iii) referred for assessment for familial hypercholesterolemia; or (iv) genetically diagnosed with familial hypercholesterolaemia.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD110,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCD110,"Percentage of patients aged 18 years or over prescribed aspirin and another anti-platelet in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed aspirin and/or no longer prescribed an anti-platelet or (ii) prescribed a gastro-protective in addition to both aspirin and another anti-platelet.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD123,Cancer,NCD,0,FI,NCD123,"Percentage of lower gastrointestinal two week wait (fast track) cancer referrals accompanied by a faecal immunochemical test result, with the result recorded in the twenty-one days leading up to the referral.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI010,Enhanced Health in Care Homes,NCD,0,FI,NCDMI010,"Percentage of permanent care home residents aged 18 years or over, and recorded as experiencing acute confusion, who received a delirium assessment.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI024,Early Cancer Diagnosis,NCD,0,FI,NCDMI024,Percentage of patients placed on an urgent referral pathway for suspected cancer where safety netting was recorded.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI061,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI061,"Percentage of patients aged 25 to 84 years inclusive and with a last recorded CVD risk score (QRISK2 or 3) greater than or equal to 10 percent, who are currently treated with statins.",PCA,XSTAT_DAT,XSTAT_DAT,n/a,n/a,n/a,XSTAT_DAT
tbc,2023-24,NCD,NCD,NCDMI068,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI068,Mean number of structured medication reviews undertaken per registered patient.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI075,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI075,Percentage of registered patients prescribed antimicrobials.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI075,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI075,Percentage of registered patients prescribed antimicrobials.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI076,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI076,Percentage of registered patients prescribed benzodiazepines.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI102,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI102,"Percentage of patients aged 18 years or over with an observation indicating suspected atrial fibrillation recorded during the financial year (including presentations of breathlessness, palpitations, syncope or dizziness, or chest discomfort) who received a pulse check.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI110,Personalised Care,NCD,0,FI,NCDMI110,Number of consultations per registered patient.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI112,Enhanced Health in Care Homes,NCD,0,FI,NCDMI112,Percentage of care home residents aged 18 years or over on the QOF Dementia Register.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI116,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI116,"Percentage of patients aged 65 years or over prescribed an oral non-steroidal anti-inflammatory drug (NSAID), who were not prescribed a gastro-protective",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI118,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI118,"Percentage of patients aged 18 years or over with a history of peptic ulceration and prescribed an anti-platelet, who were not prescribed a gastro-protective",Exclusion,NOANTIPLT,NOANTIPLT,n/a,n/a,n/a,NOANTIPLT
tbc,2023-24,NCD,NCD,NCDMI124,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI124,Percentage of patients aged 18 years or over with an unresolved asthma diagnosis who were prescribed a non-selective beta-blocker.,Exclusion,ASTRESLAT,ASTRESLAT,n/a,n/a,n/a,ASTRESLAT
tbc,2023-24,NCD,NCD,NCDMI129,Tackling Health Inequalities,NCD,0,FI,NCDMI129,Percentage of at-risk patients recorded as being from an ethnic minority and aged 18 to 64 years inclusive who received a seasonal influenza vaccination between 1 September and 31 March,PCA,FLUDEC_DAT,FLUDEC_DAT,n/a,n/a,n/a,FLUDEC_DAT
tbc,2023-24,NCD,NCD,NCDMI130,Tackling Health Inequalities,NCD,0,FI,NCDMI130,Percentage of patients aged 16 years or over who have received a second dose of a Covid 19 vaccination,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI138,Workforce,NCD,0,FI,NCDMI138,"Number of encounters with a Clinical Pharmacist, per registered patient.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI139,Workforce,NCD,0,FI,NCDMI139,Percentage of registered patients who had at least one encounter with a Clinical Pharmacist.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI144,Workforce,NCD,0,FI,NCDMI144,"Number of encounters with a Dietitian, per registered patient.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI144,Workforce,NCD,0,FI,NCDMI144,"Number of encounters with a Dietitian, per registered patient.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI145,Workforce,NCD,0,FI,NCDMI145,Percentage of registered patients who had at least one encounter with a Dietitian.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI161,Workforce,NCD,0,FI,NCDMI161,Percentage of registered patients who had at least one encounter with a Nursing Associate.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI164,Workforce,NCD,0,FI,NCDMI164,"Number of encounters with a Mental Health Practitioner, per registered patient.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI170,Enhanced Health in Care Homes,NCD,0,FI,NCDMI170,Percentage of permanent care home residents aged 18 years or over who received a psychosocial assessment,Exclusion,PAT_AGEU18,PAT_AGEU18,n/a,n/a,n/a,PAT_AGEU18
tbc,2023-24,NCD,NCD,NCDMI171,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI171,Percentage of patients aged 75 years or over on a long-term prescription of an angiotensin converting enzyme (ACE) inhibitor or a loop diuretic who have not had their renal function and electrolytes recorded in the previous 15 months.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI173,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI173,Percentage of patients aged 18 years or over prescribed methotrexate for at least 3 months without a liver function test in the previous 3 months.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI176,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI176,"Percentage of patients aged 25 to 84 years inclusive without established cardiovascular disease and with a last recorded CVD risk score (QRISK2 or 3) greater than 20 percent, who are currently treated with statins.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI176,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI176,"Percentage of patients aged 25 to 84 years inclusive without established cardiovascular disease and with a last recorded CVD risk score (QRISK2 or 3) greater than 20 percent, who are currently treated with statins.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI176,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI176,"Percentage of patients aged 25 to 84 years inclusive without established cardiovascular disease and with a last recorded CVD risk score (QRISK2 or 3) greater than 20 percent, who are currently treated with statins.",PCA,XSTAT_DAT,XSTAT_DAT,n/a,n/a,n/a,XSTAT_DAT
tbc,2023-24,NCD,NCD,NCDMI181,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI181,Percentage of patients living with severe frailty who received a Structured Medication Review.,PCA,STRMEDRVDC,STRMEDRVDC,n/a,n/a,n/a,STRMEDRVDC
tbc,2023-24,NCD,NCD,NCDMI205,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI205,"Percentage of patients on the QOF Coronary Heart Disease, Peripheral Arterial Disease, or Stroke/TIA Register, who have a recording of non-HDL cholesterol in the preceding 12 months that is lower than 2.5 mmol/L, or where non-HDL cholesterol is not recorded then  a recording of LDL cholesterol in the preceding 12 months that is lower than 1.8 mmol/L.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD001,Personalised Care,NCD,0,FI,NCD001,Percentage of registered patients referred to a social prescribing service.,PCA,SOCPRESDEC,SOCPRESDEC,n/a,n/a,n/a,SOCPRESDEC
tbc,2023-24,NCD,NCD,NCD004,Vaccination & Immunisation,NCD,0,FI,NCD004,Percentage of patients aged two or three years on 31 August of the relevant financial year who received a seasonal influenza vaccination between 1 September and 31 March.,PCA,FLUEXPCON,FLUEXPCON,n/a,n/a,n/a,FLUEXPCON
tbc,2023-24,NCD,NCD,NCD011,Cardiovascular Disease Prevention,NCD,0,FI,NCD011,"Percentage of patients aged 18 years or over, not on the QOF Hypertension Register as of 31 March 2023, and who have (i) a last recorded blood pressure reading in the 3 years prior to 1 April 2023 >= 140/90mmHg (with the exception of patients whose first blood pressure reading >= 140/90mmHg in this period is on or after 1 October 2022) for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension by 31 March 2024 OR (ii) a blood pressure reading >= 140/90mmHg on or after 1 October 2022, for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension within 6 months of elevated reading.",Exclusion,BPLAT_2,BPLAT_2,n/a,n/a,n/a,BPLAT_2
tbc,2023-24,NCD,NCD,NCD012,Enhanced Health in Care Homes,NCD,0,FI,NCD012,"Number of patients aged 18 years or over and recorded as living in a care home, as a percentage of care home beds eligible to receive the Enhanced Health in Care Homes service",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD012,Enhanced Health in Care Homes,NCD,0,FI,NCD012,"Number of patients aged 18 years or over and recorded as living in a care home, as a percentage of care home beds eligible to receive the Enhanced Health in Care Homes service",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD018,Enhanced Health in Care Homes,NCD,0,FI,NCD018,"Percentage of care home residents aged 18 years or over, who had a Personalised Care and Support Plan agreed or reviewed.",PCA,CARHOMDEC1,CARHOMDEC1,n/a,n/a,n/a,CARHOMDEC1
tbc,2023-24,NCD,NCD,NCD102,Cardiovascular Disease Prevention,NCD,0,FI,NCD102,Percentage of patients aged 29 and under with a total cholesterol greater than 7.5mmol/L OR aged 30 and over with a total cholesterol greater than 9.0mmol/L who have been either: (i) diagnosed with secondary hyperlipidaemia; (ii) clinically assessed for familial hypercholesterolaemia; (iii) referred for assessment for familial hypercholesterolemia; or (iv) genetically diagnosed with familial hypercholesterolaemia.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD108,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCD108,"Percentage of patients aged 65 years or over prescribed a Non-Steroidal Anti-Inflammatory Drug (NSAID) and not an oral anticoagulant in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed an NSAID or (ii) prescribed a gastro-protective in addition to an NSAID.",Exclusion,ACNOPQSNSD,ACNOPQSNSD,n/a,n/a,n/a,ACNOPQSNSD
tbc,2023-24,NCD,NCD,NCD109,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCD109,"Percentage of patients aged 18 years or over prescribed both an oral anticoagulant and an anti-platelet in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed an anti-platelet or (ii) prescribed a gastro-protective in addition to an anti-platelet.",Exclusion,NOPQSACSAL,NOPQSACSAL,n/a,n/a,n/a,NOPQSACSAL
tbc,2023-24,NCD,NCD,NCD112,Cancer,NCD,0,FI,NCD112,"Percentage of lower gastrointestinal two week wait (fast track) cancer referrals accompanied by a faecal immunochemical test result, with the result recorded either in the twenty-one days leading up to the referral, or in the fourteen days after the referral.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD117,Cardiovascular Disease Prevention,NCD,0,FI,NCD117,"Percentage of men aged 50 years or over and women aged 55 years or over, without established Cardiovascular Disease and not on lipid lowering therapy, who have a QRISK score recorded on their GP record in the preceding five years and who have a recording of cholesterol levels, blood pressure and smoking status in the 12 months preceding recording of the most recent QRISK score",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD120,Tackling Health Inequalities,NCD,0,FI,NCD120,"Percentage of patients on the QOF Learning Disability register aged 14 or over, who received an annual Learning Disability Health Check and have a completed Health Action Plan, in addition to a recording of ethnicity.",PCA,HLTHAPDEC,HLTHAPDEC,n/a,n/a,n/a,HLTHAPDEC
tbc,2023-24,NCD,NCD,NCD121,Cardiovascular Disease Prevention,NCD,0,FI,NCD121,"Percentage of patients aged 25 to 84 years inclusive without established cardiovascular disease or diabetes and with a last recorded CVD risk score (QRISK2 or 3) greater than 20 percent, who are currently treated with statins, or where a statin is declined or clinically unsuitable, another lipid-lowering therapy.",Exclusion,CVDDIAG,CVDDIAG,n/a,n/a,n/a,CVDDIAG
tbc,2023-24,NCD,NCD,NCD121,Cardiovascular Disease Prevention,NCD,0,FI,NCD121,"Percentage of patients aged 25 to 84 years inclusive without established cardiovascular disease or diabetes and with a last recorded CVD risk score (QRISK2 or 3) greater than 20 percent, who are currently treated with statins, or where a statin is declined or clinically unsuitable, another lipid-lowering therapy.",PCA,STATLLTDEC,STATLLTDEC,n/a,n/a,n/a,STATLLTDEC
tbc,2023-24,NCD,NCD,NCDMI026,Vaccination & Immunisation,NCD,0,FI,NCDMI026,Percentage of patients on the Learning Disability register aged 18 years or over who received a seasonal influenza vaccination between 1 September and 31 March.,Exclusion,LD_DAT,LD_DAT,n/a,n/a,n/a,LD_DAT
tbc,2023-24,NCD,NCD,NCDMI060,Tackling Health Inequalities,NCD,0,FI,NCDMI060,Percentage of registered patients who were given the opportunity to state their ethnicity but chose not to.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI061,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI061,"Percentage of patients aged 25 to 84 years inclusive and with a last recorded CVD risk score (QRISK2 or 3) greater than or equal to 10 percent, who are currently treated with statins.",Exclusion,QRISKVAL10,QRISKVAL10,n/a,n/a,n/a,QRISKVAL10
tbc,2023-24,NCD,NCD,NCDMI064,Personalised Care,NCD,0,FI,NCDMI064,"Percentage of patients with a long-term condition, whose care was discussed as part of a shared decision-making conversation.",Exclusion,PAT_AGEU18,PAT_AGEU18,n/a,n/a,n/a,PAT_AGEU18
tbc,2023-24,NCD,NCD,NCDMI074,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI074,Percentage of registered patients prescribed opioids.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI074,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI074,Percentage of registered patients prescribed opioids.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI102,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI102,"Percentage of patients aged 18 years or over with an observation indicating suspected atrial fibrillation recorded during the financial year (including presentations of breathlessness, palpitations, syncope or dizziness, or chest discomfort) who received a pulse check.",Exclusion,UNRESAFIB,UNRESAFIB,n/a,n/a,n/a,UNRESAFIB
tbc,2023-24,NCD,NCD,NCDMI109,Personalised Care,NCD,0,FI,NCDMI109,Number of consultations per patient currently being seen by a social prescribing service.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI117,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI117,"Percentage of patients aged 18 years or over with a history of peptic ulceration and prescribed an oral non-steroidal anti-inflammatory drug (NSAID), who were not prescribed a gastro-protective.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI118,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI118,"Percentage of patients aged 18 years or over with a history of peptic ulceration and prescribed an anti-platelet, who were not prescribed a gastro-protective",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI120,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI120,"Percentage of patients aged 18 years or over prescribed an oral anticoagulant and an anti-platelet, who were not prescribed a gastro-protective.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI122,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI122,Percentage of patients aged 18 years or over with heart failure who were prescribed an oral non-steroidal anti-inflammatory drug (NSAID).,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI132,Tackling Health Inequalities,NCD,0,FI,NCDMI132,"Percentage of patients aged 18 years or over, recorded as being from an ethnic minority, not on the QOF Hypertension Register as of 31 March 2023, and who have (i) a last recorded blood pressure reading in the 3 years prior to 1 April 2023 >= 140/90 mmHg (with the exception of patients whose first blood pressure reading >= 140/90 mmHg in this period is on or after 1 October 2022) for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension by 31 March 2024 OR (ii) a blood pressure reading >= 140/90mmHg on or after 1 October 2022, for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension within 6 months of elevated reading.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI133,Tackling Health Inequalities,NCD,0,FI,NCDMI133,Percentage of patients aged 45 or over and recorded as being from an ethnic minority who have a record of blood pressure in the preceding 5 years,Exclusion,PAT_AGEU45,PAT_AGEU45,n/a,n/a,n/a,PAT_AGEU45
tbc,2023-24,NCD,NCD,NCDMI143,Workforce,NCD,0,FI,NCDMI143,Percentage of registered patients who had at least one encounter with a Physician Associate.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI145,Workforce,NCD,0,FI,NCDMI145,Percentage of registered patients who had at least one encounter with a Dietitian.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
